cram_url	run_id	id	population
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239393/NA18942.final.cram	ERR3239393	NA18942	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239394/NA18943.final.cram	ERR3239394	NA18943	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239395/NA18944.final.cram	ERR3239395	NA18944	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239396/NA18945.final.cram	ERR3239396	NA18945	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239397/NA18947.final.cram	ERR3239397	NA18947	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239398/NA18948.final.cram	ERR3239398	NA18948	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239399/NA18949.final.cram	ERR3239399	NA18949	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239400/NA18951.final.cram	ERR3239400	NA18951	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239401/NA18952.final.cram	ERR3239401	NA18952	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239402/NA18953.final.cram	ERR3239402	NA18953	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239403/NA18956.final.cram	ERR3239403	NA18956	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239404/NA18959.final.cram	ERR3239404	NA18959	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239405/NA18960.final.cram	ERR3239405	NA18960	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239406/NA18961.final.cram	ERR3239406	NA18961	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239407/NA18964.final.cram	ERR3239407	NA18964	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239408/NA18965.final.cram	ERR3239408	NA18965	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239409/NA18967.final.cram	ERR3239409	NA18967	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239410/NA18968.final.cram	ERR3239410	NA18968	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239411/NA18969.final.cram	ERR3239411	NA18969	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239412/NA18970.final.cram	ERR3239412	NA18970	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239413/NA18971.final.cram	ERR3239413	NA18971	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239744/NA19393.final.cram	ERR3239744	NA19393	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239745/NA19394.final.cram	ERR3239745	NA19394	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239746/NA19395.final.cram	ERR3239746	NA19395	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239747/NA19397.final.cram	ERR3239747	NA19397	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239748/NA19399.final.cram	ERR3239748	NA19399	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239749/NA19401.final.cram	ERR3239749	NA19401	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239750/NA19403.final.cram	ERR3239750	NA19403	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239751/NA19404.final.cram	ERR3239751	NA19404	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239752/NA19428.final.cram	ERR3239752	NA19428	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239753/NA19429.final.cram	ERR3239753	NA19429	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239754/NA19430.final.cram	ERR3239754	NA19430	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239755/NA19431.final.cram	ERR3239755	NA19431	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239756/NA19434.final.cram	ERR3239756	NA19434	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239757/NA19435.final.cram	ERR3239757	NA19435	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239758/NA19436.final.cram	ERR3239758	NA19436	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239759/NA19437.final.cram	ERR3239759	NA19437	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239760/NA19438.final.cram	ERR3239760	NA19438	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239761/NA19439.final.cram	ERR3239761	NA19439	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239762/NA19440.final.cram	ERR3239762	NA19440	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239763/NA19443.final.cram	ERR3239763	NA19443	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239764/NA19445.final.cram	ERR3239764	NA19445	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239765/NA19446.final.cram	ERR3239765	NA19446	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240096/NA19923.final.cram	ERR3240096	NA19923	ASW
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240097/NA19984.final.cram	ERR3240097	NA19984	ASW
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240098/NA20298.final.cram	ERR3240098	NA20298	ASW
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240099/NA20339.final.cram	ERR3240099	NA20339	ASW
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240100/NA20351.final.cram	ERR3240100	NA20351	ASW
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240101/NA20412.final.cram	ERR3240101	NA20412	ASW
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240102/NA20863.final.cram	ERR3240102	NA20863	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240103/NA20864.final.cram	ERR3240103	NA20864	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240104/NA20867.final.cram	ERR3240104	NA20867	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240105/NA20868.final.cram	ERR3240105	NA20868	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240106/NA20905.final.cram	ERR3240106	NA20905	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240107/NA21087.final.cram	ERR3240107	NA21087	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240108/NA21093.final.cram	ERR3240108	NA21093	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240109/NA21095.final.cram	ERR3240109	NA21095	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240110/NA21114.final.cram	ERR3240110	NA21114	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240111/NA21124.final.cram	ERR3240111	NA21124	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240112/NA21126.final.cram	ERR3240112	NA21126	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240113/NA21129.final.cram	ERR3240113	NA21129	GIH
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240114/HG00096.final.cram	ERR3240114	HG00096	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240115/HG00097.final.cram	ERR3240115	HG00097	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240116/HG00099.final.cram	ERR3240116	HG00099	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240117/HG00100.final.cram	ERR3240117	HG00100	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239414/NA18972.final.cram	ERR3239414	NA18972	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239415/NA18973.final.cram	ERR3239415	NA18973	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239416/NA18974.final.cram	ERR3239416	NA18974	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239417/NA18975.final.cram	ERR3239417	NA18975	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239418/NA18976.final.cram	ERR3239418	NA18976	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239419/NA18980.final.cram	ERR3239419	NA18980	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239420/NA18981.final.cram	ERR3239420	NA18981	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239421/NA19005.final.cram	ERR3239421	NA19005	JPT
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239422/NA19093.final.cram	ERR3239422	NA19093	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239423/NA19098.final.cram	ERR3239423	NA19098	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239424/NA19099.final.cram	ERR3239424	NA19099	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239425/NA19102.final.cram	ERR3239425	NA19102	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239426/NA19108.final.cram	ERR3239426	NA19108	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239427/NA19114.final.cram	ERR3239427	NA19114	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239428/NA19116.final.cram	ERR3239428	NA19116	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239429/NA19119.final.cram	ERR3239429	NA19119	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239430/NA19129.final.cram	ERR3239430	NA19129	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239431/NA19131.final.cram	ERR3239431	NA19131	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239432/NA19137.final.cram	ERR3239432	NA19137	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239433/NA19138.final.cram	ERR3239433	NA19138	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239434/NA19141.final.cram	ERR3239434	NA19141	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239435/NA19143.final.cram	ERR3239435	NA19143	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239766/NA19448.final.cram	ERR3239766	NA19448	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239767/NA19449.final.cram	ERR3239767	NA19449	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239768/NA19451.final.cram	ERR3239768	NA19451	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239769/NA19452.final.cram	ERR3239769	NA19452	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239770/NA19454.final.cram	ERR3239770	NA19454	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239771/NA19455.final.cram	ERR3239771	NA19455	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239772/NA19456.final.cram	ERR3239772	NA19456	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239773/NA19457.final.cram	ERR3239773	NA19457	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239774/NA19461.final.cram	ERR3239774	NA19461	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239775/NA19462.final.cram	ERR3239775	NA19462	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239776/NA19463.final.cram	ERR3239776	NA19463	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239777/NA19466.final.cram	ERR3239777	NA19466	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239778/NA19467.final.cram	ERR3239778	NA19467	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239779/NA19468.final.cram	ERR3239779	NA19468	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239780/NA19471.final.cram	ERR3239780	NA19471	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239781/NA19472.final.cram	ERR3239781	NA19472	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239782/NA19473.final.cram	ERR3239782	NA19473	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239783/NA19474.final.cram	ERR3239783	NA19474	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239784/NA19475.final.cram	ERR3239784	NA19475	LWK
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239785/NA20502.final.cram	ERR3239785	NA20502	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239786/NA20503.final.cram	ERR3239786	NA20503	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239787/NA20504.final.cram	ERR3239787	NA20504	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240118/HG00101.final.cram	ERR3240118	HG00101	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240119/HG00102.final.cram	ERR3240119	HG00102	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240120/HG00103.final.cram	ERR3240120	HG00103	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240121/HG00105.final.cram	ERR3240121	HG00105	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240122/HG00106.final.cram	ERR3240122	HG00106	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240123/HG00107.final.cram	ERR3240123	HG00107	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240124/HG00108.final.cram	ERR3240124	HG00108	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240125/HG00109.final.cram	ERR3240125	HG00109	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240126/HG00110.final.cram	ERR3240126	HG00110	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240127/HG00111.final.cram	ERR3240127	HG00111	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240128/HG00112.final.cram	ERR3240128	HG00112	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240129/HG00113.final.cram	ERR3240129	HG00113	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240130/HG00114.final.cram	ERR3240130	HG00114	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240131/HG00115.final.cram	ERR3240131	HG00115	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240132/HG00116.final.cram	ERR3240132	HG00116	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240133/HG00117.final.cram	ERR3240133	HG00117	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240134/HG00120.final.cram	ERR3240134	HG00120	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240135/HG00127.final.cram	ERR3240135	HG00127	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240136/HG00128.final.cram	ERR3240136	HG00128	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240137/HG00129.final.cram	ERR3240137	HG00129	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240138/HG00130.final.cram	ERR3240138	HG00130	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240139/HG00131.final.cram	ERR3240139	HG00131	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239436/NA19144.final.cram	ERR3239436	NA19144	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239437/NA19147.final.cram	ERR3239437	NA19147	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239438/NA19152.final.cram	ERR3239438	NA19152	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239439/NA19153.final.cram	ERR3239439	NA19153	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239440/NA19159.final.cram	ERR3239440	NA19159	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239441/NA19160.final.cram	ERR3239441	NA19160	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239442/NA19171.final.cram	ERR3239442	NA19171	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239443/NA19172.final.cram	ERR3239443	NA19172	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239444/NA19190.final.cram	ERR3239444	NA19190	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239445/NA19200.final.cram	ERR3239445	NA19200	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239446/NA19201.final.cram	ERR3239446	NA19201	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239447/NA19204.final.cram	ERR3239447	NA19204	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239448/NA19206.final.cram	ERR3239448	NA19206	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239449/NA19207.final.cram	ERR3239449	NA19207	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239450/NA19209.final.cram	ERR3239450	NA19209	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239451/NA19210.final.cram	ERR3239451	NA19210	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239452/NA19225.final.cram	ERR3239452	NA19225	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239453/NA19238.final.cram	ERR3239453	NA19238	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239454/NA19239.final.cram	ERR3239454	NA19239	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239455/NA19257.final.cram	ERR3239455	NA19257	YRI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239456/NA07056.final.cram	ERR3239456	NA07056	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239457/NA18614.final.cram	ERR3239457	NA18614	CHB
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239788/NA20505.final.cram	ERR3239788	NA20505	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239789/NA20506.final.cram	ERR3239789	NA20506	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239790/NA20507.final.cram	ERR3239790	NA20507	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239791/NA20508.final.cram	ERR3239791	NA20508	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239792/NA20509.final.cram	ERR3239792	NA20509	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239793/NA20510.final.cram	ERR3239793	NA20510	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239794/NA20511.final.cram	ERR3239794	NA20511	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239795/NA20512.final.cram	ERR3239795	NA20512	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239796/NA20513.final.cram	ERR3239796	NA20513	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239797/NA20514.final.cram	ERR3239797	NA20514	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239798/NA20515.final.cram	ERR3239798	NA20515	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239799/NA20516.final.cram	ERR3239799	NA20516	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239800/NA20517.final.cram	ERR3239800	NA20517	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239801/NA20518.final.cram	ERR3239801	NA20518	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239802/NA20519.final.cram	ERR3239802	NA20519	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239803/NA20520.final.cram	ERR3239803	NA20520	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239804/NA20521.final.cram	ERR3239804	NA20521	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239805/NA20522.final.cram	ERR3239805	NA20522	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239806/NA20524.final.cram	ERR3239806	NA20524	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239807/NA20525.final.cram	ERR3239807	NA20525	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239808/NA20527.final.cram	ERR3239808	NA20527	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239809/NA20528.final.cram	ERR3239809	NA20528	TSI
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240140/HG00132.final.cram	ERR3240140	HG00132	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240141/HG00133.final.cram	ERR3240141	HG00133	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240142/HG00136.final.cram	ERR3240142	HG00136	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240143/HG00137.final.cram	ERR3240143	HG00137	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240144/HG00138.final.cram	ERR3240144	HG00138	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240145/HG00139.final.cram	ERR3240145	HG00139	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240146/HG00140.final.cram	ERR3240146	HG00140	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240147/HG00141.final.cram	ERR3240147	HG00141	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240148/HG00142.final.cram	ERR3240148	HG00142	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240149/HG00143.final.cram	ERR3240149	HG00143	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240150/HG00145.final.cram	ERR3240150	HG00145	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240151/HG00146.final.cram	ERR3240151	HG00146	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240152/HG00148.final.cram	ERR3240152	HG00148	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240153/HG00149.final.cram	ERR3240153	HG00149	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240154/HG00150.final.cram	ERR3240154	HG00150	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240155/HG00151.final.cram	ERR3240155	HG00151	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240156/HG00155.final.cram	ERR3240156	HG00155	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240157/HG00157.final.cram	ERR3240157	HG00157	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240158/HG00158.final.cram	ERR3240158	HG00158	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240159/HG00160.final.cram	ERR3240159	HG00160	GBR
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240160/HG00171.final.cram	ERR3240160	HG00171	FIN
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR324/ERR3240161/HG00173.final.cram	ERR3240161	HG00173	FIN
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239458/NA06984.final.cram	ERR3239458	NA06984	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239459/NA06989.final.cram	ERR3239459	NA06989	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239460/NA11843.final.cram	ERR3239460	NA11843	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239461/NA11892.final.cram	ERR3239461	NA11892	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239462/NA11893.final.cram	ERR3239462	NA11893	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239463/NA11930.final.cram	ERR3239463	NA11930	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239464/NA12058.final.cram	ERR3239464	NA12058	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239465/NA12272.final.cram	ERR3239465	NA12272	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239466/NA12273.final.cram	ERR3239466	NA12273	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239467/NA12275.final.cram	ERR3239467	NA12275	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239468/NA12282.final.cram	ERR3239468	NA12282	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239469/NA12283.final.cram	ERR3239469	NA12283	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239470/NA12286.final.cram	ERR3239470	NA12286	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239471/NA12340.final.cram	ERR3239471	NA12340	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239472/NA12341.final.cram	ERR3239472	NA12341	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239473/NA12342.final.cram	ERR3239473	NA12342	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239474/NA12347.final.cram	ERR3239474	NA12347	CEU
ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239475/NA12348.final.cram	ERR3239475	NA12348	CEU
